dataset,donor,date,session,trial,partner,recipient,payoff_condition,partner_present,hormone,right.left,response
1,404,06-29-2016,26,11,R,791,Prosocial,Partner present,NA,R,1
1,404,06-29-2016,26,12,R,791,Altruistic,Partner present,NA,,NA
1,404,06-29-2016,26,13,R,791,Prosocial,Partner present,NA,R,1
1,404,06-29-2016,26,14,R,791,Prosocial,Partner present,NA,R,1
1,404,06-29-2016,26,15,R,791,Altruistic,Partner present,NA,,NA
1,404,06-29-2016,26,16,R,791,Altruistic,Partner present,NA,,NA
1,404,6-30-2016,27,1,N,,Pre-test,Partner absent,NA,L,1
1,404,6-30-2016,27,2,N,,Pre-test,Partner absent,NA,R,1
1,404,6-30-2016,27,3,N,,Pre-test,Partner absent,NA,R,1
1,404,6-30-2016,27,4,N,,Pre-test,Partner absent,NA,L,1
1,404,6-30-2016,27,5,N,,Side bias,Partner absent,NA,R,1
1,404,6-30-2016,27,6,N,,Side bias,Partner absent,NA,R,1
1,404,6-30-2016,27,7,N,,Side bias,Partner absent,NA,R,1
1,404,6-30-2016,27,8,N,,Side bias,Partner absent,NA,R,1
1,404,6-30-2016,27,9,N,,Prosocial,Partner absent,NA,R,1
1,404,6-30-2016,27,10,N,,Altruistic,Partner absent,NA,,NA
1,404,6-30-2016,27,11,N,,Prosocial,Partner absent,NA,R,1
1,404,6-30-2016,27,12,N,,Altruistic,Partner absent,NA,,NA
1,404,6-30-2016,27,13,N,,Prosocial,Partner absent,NA,R,1
1,404,6-30-2016,27,14,N,,Prosocial,Partner absent,NA,R,1
1,404,6-30-2016,27,15,N,,Altruistic,Partner absent,NA,,NA
1,404,6-30-2016,27,16,N,,Altruistic,Partner absent,NA,,NA
1,518,04-06-2016,1,1,R,791,Pre-test,Partner present,NA,L,1
1,518,04-06-2016,1,2,R,791,Pre-test,Partner present,NA,L,1
1,518,04-06-2016,1,3,R,791,Pre-test,Partner present,NA,R,1
1,518,04-06-2016,1,4,R,791,Pre-test,Partner present,NA,R,1
1,518,04-06-2016,1,5,R,791,Side bias,Partner present,NA,R,1
1,518,04-06-2016,1,6,R,791,Side bias,Partner present,NA,L,0
1,518,04-06-2016,1,7,R,791,Side bias,Partner present,NA,R,1
1,518,04-06-2016,1,8,R,791,Side bias,Partner present,NA,R,1
1,518,04-06-2016,1,9,R,791,Prosocial,Partner present,NA,R,1
1,518,04-06-2016,1,10,R,791,Altruistic,Partner present,NA,L,0
1,518,04-06-2016,1,11,R,791,Prosocial,Partner present,NA,L,0
1,518,04-06-2016,1,12,R,791,Altruistic,Partner present,NA,L,0
1,518,04-06-2016,1,13,R,791,Prosocial,Partner present,NA,R,1
1,518,04-06-2016,1,14,R,791,Prosocial,Partner present,NA,R,1
1,518,04-06-2016,1,15,R,791,Altruistic,Partner present,NA,R,1
1,518,04-06-2016,1,16,R,791,Altruistic,Partner present,NA,L,0
1,518,04-22-2016,2,1,L,785,Pre-test,Partner present,NA,R,0
1,518,04-22-2016,2,2,L,785,Pre-test,Partner present,NA,L,1
1,518,04-22-2016,2,3,L,785,Pre-test,Partner present,NA,R,1
1,518,04-22-2016,2,4,L,785,Pre-test,Partner present,NA,R,1
1,518,04-22-2016,2,5,L,785,Side bias,Partner present,NA,R,1
1,518,04-22-2016,2,6,L,785,Side bias,Partner present,NA,R,1
1,518,04-22-2016,2,7,L,785,Side bias,Partner present,NA,L,0
1,518,04-22-2016,2,8,L,785,Side bias,Partner present,NA,L,0
1,518,04-22-2016,2,9,L,785,Prosocial,Partner present,NA,L,1
1,518,04-22-2016,2,10,L,785,Altruistic,Partner present,NA,R,0
1,518,04-22-2016,2,11,L,785,Prosocial,Partner present,NA,R,0
1,518,04-22-2016,2,12,L,785,Altruistic,Partner present,NA,R,0
1,518,04-22-2016,2,13,L,785,Prosocial,Partner present,NA,R,0
1,518,04-22-2016,2,14,L,785,Prosocial,Partner present,NA,R,0
1,518,04-22-2016,2,15,L,785,Altruistic,Partner present,NA,L,1
1,518,04-22-2016,2,16,L,785,Altruistic,Partner present,NA,R,0
1,518,04-26-016,3,1,N,,Pre-test,Partner absent,NA,L,1
1,518,04-26-016,3,2,N,,Pre-test,Partner absent,NA,L,1
1,518,04-26-016,3,3,N,,Pre-test,Partner absent,NA,R,1
1,518,04-26-016,3,4,N,,Pre-test,Partner absent,NA,R,1
1,518,04-26-016,3,5,N,,Side bias,Partner absent,NA,R,1
1,518,04-26-016,3,6,N,,Side bias,Partner absent,NA,R,1
1,518,04-26-016,3,7,N,,Side bias,Partner absent,NA,R,1
1,518,04-26-016,3,8,N,,Side bias,Partner absent,NA,R,1
1,518,04-26-016,3,9,N,,Prosocial,Partner absent,NA,R,1
1,518,04-26-016,3,10,N,,Altruistic,Partner absent,NA,R,1
1,518,04-26-016,3,11,N,,Prosocial,Partner absent,NA,R,1
1,518,04-26-016,3,12,N,,Altruistic,Partner absent,NA,R,1
1,518,04-26-016,3,13,N,,Prosocial,Partner absent,NA,R,1
1,518,04-26-016,3,14,N,,Prosocial,Partner absent,NA,L,0
1,518,04-26-016,3,15,N,,Altruistic,Partner absent,NA,R,1
1,518,04-26-016,3,16,N,,Altruistic,Partner absent,NA,R,1
1,518,04-27-016,4,1,L,791,Pre-test,Partner present,NA,L,1
1,518,04-27-016,4,2,L,791,Pre-test,Partner present,NA,,NA
1,518,04-27-016,4,3,L,791,Pre-test,Partner present,NA,L,0
1,518,04-27-016,4,4,L,791,Pre-test,Partner present,NA,R,1
1,518,04-27-016,4,5,L,791,Pre-test,Partner present,NA,L,1
1,518,04-27-016,4,6,L,791,Pre-test,Partner present,NA,L,1
1,518,04-27-016,4,7,L,791,Pre-test,Partner present,NA,R,1
1,518,04-27-016,4,8,L,791,Pre-test,Partner present,NA,R,1
1,518,04-27-016,4,9,L,791,Side bias,Partner present,NA,R,1
1,518,04-27-016,4,10,L,791,Side bias,Partner present,NA,L,0
1,518,04-27-016,4,11,L,791,Side bias,Partner present,NA,R,1
1,518,04-27-016,4,12,L,791,Side bias,Partner present,NA,R,1
1,518,04-27-016,4,13,L,791,Prosocial,Partner present,NA,R,0
1,518,04-27-016,4,14,L,791,Altruistic,Partner present,NA,,NA
1,518,04-27-016,4,15,L,791,Altruistic,Partner present,NA,,NA
1,518,04-27-016,4,16,L,791,Prosocial,Partner present,NA,L,1
1,518,04-27-016,4,17,L,791,Altruistic,Partner present,NA,,NA
1,518,04-27-016,4,18,L,791,Prosocial,Partner present,NA,,NA
1,518,04-27-016,4,19,L,791,Altruistic,Partner present,NA,,NA
1,518,04-27-016,4,20,L,791,Prosocial,Partner present,NA,R,0
1,518,05-09-2016,5,1,R,408,Pre-test,Partner present,NA,L,1
1,518,05-09-2016,5,2,R,408,Pre-test,Partner present,NA,L,1
1,518,05-09-2016,5,3,R,408,Pre-test,Partner present,NA,R,1
1,518,05-09-2016,5,4,R,408,Pre-test,Partner present,NA,L,0
1,518,05-09-2016,5,5,R,408,Side bias,Partner present,NA,L,0
1,518,05-09-2016,5,6,R,408,Side bias,Partner present,NA,L,0
1,518,05-09-2016,5,7,R,408,Side bias,Partner present,NA,L,0
1,518,05-09-2016,5,8,R,408,Side bias,Partner present,NA,R,1
1,518,05-09-2016,5,9,R,408,Prosocial,Partner present,NA,R,1
1,518,05-09-2016,5,10,R,408,Altruistic,Partner present,NA,R,1
1,518,05-09-2016,5,11,R,408,Altruistic,Partner present,NA,R,1
1,518,05-09-2016,5,12,R,408,Prosocial,Partner present,NA,R,1
1,518,05-09-2016,5,13,R,408,Altruistic,Partner present,NA,R,1
1,518,05-09-2016,5,14,R,408,Prosocial,Partner present,NA,R,1
1,518,05-09-2016,5,15,R,408,Altruistic,Partner present,NA,R,1
1,518,05-09-2016,5,16,R,408,Prosocial,Partner present,NA,R,1
1,518,05-12-2016,6,1,N,,Pre-test,Partner absent,NA,,NA
1,518,05-12-2016,6,2,N,,Pre-test,Partner absent,NA,,NA
1,518,05-12-2016,6,3,N,,Pre-test,Partner absent,NA,,NA
1,518,05-12-2016,6,4,N,,Pre-test,Partner absent,NA,,NA
1,518,05-12-2016,6,5,N,,Pre-test,Partner absent,NA,R,0
1,518,05-12-2016,6,6,N,,Pre-test,Partner absent,NA,L,1
1,518,05-12-2016,6,7,N,,Pre-test,Partner absent,NA,R,1
1,518,05-12-2016,6,8,N,,Pre-test,Partner absent,NA,,NA
1,518,05-12-2016,6,5,N,,Side bias,Partner absent,NA,L,1
1,518,05-12-2016,6,6,N,,Side bias,Partner absent,NA,L,0
1,518,05-12-2016,6,7,N,,Side bias,Partner absent,NA,R,1
1,518,05-12-2016,6,8,N,,Side bias,Partner absent,NA,R,1
1,518,05-12-2016,6,9,N,,Prosocial,Partner absent,NA,R,1
1,518,05-12-2016,6,10,N,,Altruistic,Partner absent,NA,R,1
1,518,05-12-2016,6,11,N,,Prosocial,Partner absent,NA,L,1
1,518,05-12-2016,6,12,N,,Altruistic,Partner absent,NA,L,0
1,518,05-12-2016,6,13,N,,Prosocial,Partner absent,NA,R,1
1,518,05-12-2016,6,14,N,,Prosocial,Partner absent,NA,R,1
1,518,05-12-2016,6,15,N,,Altruistic,Partner absent,NA,,NA
1,518,05-12-2016,6,16,N,,Altruistic,Partner absent,NA,,NA
1,518,05-13-2016,7,1,R,785,Pre-test,Partner present,NA,L,1
1,518,05-13-2016,7,2,R,785,Pre-test,Partner present,NA,L,1
1,518,05-13-2016,7,3,R,785,Pre-test,Partner present,NA,L,0
1,518,05-13-2016,7,4,R,785,Pre-test,Partner present,NA,R,1
1,518,05-13-2016,7,5,R,785,Side bias,Partner present,NA,L,1
1,518,05-13-2016,7,6,R,785,Side bias,Partner present,NA,R,1
1,518,05-13-2016,7,7,R,785,Side bias,Partner present,NA,R,1
1,518,05-13-2016,7,8,R,785,Side bias,Partner present,NA,R,1
1,518,05-13-2016,7,9,R,785,Prosocial,Partner present,NA,R,1
1,518,05-13-2016,7,10,R,785,Altruistic,Partner present,NA,R,1
1,518,05-13-2016,7,11,R,785,Prosocial,Partner present,NA,L,0
1,518,05-13-2016,7,12,R,785,Altruistic,Partner present,NA,R,1
1,518,05-13-2016,7,13,R,785,Prosocial,Partner present,NA,R,1
1,518,05-13-2016,7,14,R,785,Prosocial,Partner present,NA,R,1
1,518,05-13-2016,7,15,R,785,Altruistic,Partner present,NA,L,0
1,518,05-13-2016,7,16,R,785,Altruistic,Partner present,NA,R,1
1,518,05-19-2016,8,1,N,,Pre-test,Partner absent,NA,L,1
1,518,05-19-2016,8,2,N,,Pre-test,Partner absent,NA,L,1
1,518,05-19-2016,8,3,N,,Pre-test,Partner absent,NA,R,1
1,518,05-19-2016,8,4,N,,Pre-test,Partner absent,NA,L,0
1,518,05-19-2016,8,5,N,,Side bias,Partner absent,NA,L,0
1,518,05-19-2016,8,6,N,,Side bias,Partner absent,NA,L,0
1,518,05-19-2016,8,7,N,,Side bias,Partner absent,NA,R,1
1,518,05-19-2016,8,8,N,,Side bias,Partner absent,NA,R,1
1,518,05-19-2016,8,9,N,,Prosocial,Partner absent,NA,R,1
1,518,05-19-2016,8,10,N,,Altruistic,Partner absent,NA,,NA
1,518,05-19-2016,8,11,N,,Prosocial,Partner absent,NA,L,1
1,518,05-19-2016,8,12,N,,Altruistic,Partner absent,NA,R,1
1,518,05-19-2016,8,13,N,,Prosocial,Partner absent,NA,L,1
1,518,05-19-2016,8,14,N,,Prosocial,Partner absent,NA,L,1
1,518,05-19-2016,8,15,N,,Altruistic,Partner absent,NA,,NA
1,518,05-19-2016,8,16,N,,Altruistic,Partner absent,NA,,NA
1,518,5-20-2016,9,1,R,408,Pre-test,Partner present,NA,R,0
1,518,5-20-2016,9,2,R,408,Pre-test,Partner present,NA,R,0
1,518,5-20-2016,9,3,R,408,Pre-test,Partner present,NA,L,0
1,518,5-20-2016,9,4,R,408,Pre-test,Partner present,NA,R,1
1,518,5-20-2016,10,1,R,408,Pre-test,Partner present,NA,L,1
1,518,5-20-2016,10,2,R,408,Pre-test,Partner present,NA,L,1
1,518,5-20-2016,10,3,R,408,Pre-test,Partner present,NA,R,1
1,518,5-20-2016,10,4,R,408,Pre-test,Partner present,NA,R,1
1,518,5-20-2016,10,5,R,408,Side bias,Partner present,NA,R,1
1,518,5-20-2016,10,6,R,408,Side bias,Partner present,NA,L,0
1,518,5-20-2016,10,7,R,408,Side bias,Partner present,NA,R,1
1,518,5-20-2016,10,8,R,408,Side bias,Partner present,NA,R,1
1,518,5-20-2016,10,9,R,408,Prosocial,Partner present,NA,R,1
1,518,5-20-2016,10,10,R,408,Altruistic,Partner present,NA,,NA
1,518,5-20-2016,10,11,R,408,Altruistic,Partner present,NA,,NA
1,518,5-20-2016,10,12,R,408,Prosocial,Partner present,NA,R,1
1,518,5-20-2016,10,13,R,408,Altruistic,Partner present,NA,R,1
1,518,5-20-2016,10,14,R,408,Prosocial,Partner present,NA,R,1
1,518,5-20-2016,10,15,R,408,Altruistic,Partner present,NA,R,1
1,518,5-20-2016,10,16,R,408,Prosocial,Partner present,NA,R,1
1,518,05-23-2016,11,1,N,,Pre-test,Partner absent,NA,,NA
1,518,05-23-2016,11,2,N,,Pre-test,Partner absent,NA,L,1
1,518,05-23-2016,11,3,N,,Pre-test,Partner absent,NA,R,1
1,518,05-23-2016,11,4,N,,Pre-test,Partner absent,NA,R,1
1,518,05-23-2016,11,5,N,,Side bias,Partner absent,NA,R,1
1,518,05-23-2016,11,6,N,,Side bias,Partner absent,NA,R,1
1,518,05-23-2016,11,7,N,,Side bias,Partner absent,NA,R,1
1,518,05-23-2016,11,8,N,,Side bias,Partner absent,NA,R,1
1,518,05-23-2016,11,9,N,,Prosocial,Partner absent,NA,R,1
1,518,05-23-2016,11,10,N,,Altruistic,Partner absent,NA,R,1
1,518,05-23-2016,11,11,N,,Prosocial,Partner absent,NA,R,1
1,518,05-23-2016,11,12,N,,Altruistic,Partner absent,NA,L,0
1,518,05-23-2016,11,13,N,,Prosocial,Partner absent,NA,L,0
1,518,05-23-2016,11,14,N,,Prosocial,Partner absent,NA,R,1
1,518,05-23-2016,11,15,N,,Altruistic,Partner absent,NA,L,0
1,518,05-23-2016,11,16,N,,Altruistic,Partner absent,NA,R,1
1,518,05-25-2016,12,1,L,785,Pre-test,Partner present,NA,L,1
1,518,05-25-2016,12,2,L,785,Pre-test,Partner present,NA,L,1
1,518,05-25-2016,12,3,L,785,Pre-test,Partner present,NA,R,1
1,518,05-25-2016,12,4,L,785,Pre-test,Partner present,NA,L,0
1,518,05-25-2016,12,5,L,785,Side bias,Partner present,NA,L,0
1,518,05-25-2016,12,6,L,785,Side bias,Partner present,NA,L,0
1,518,05-25-2016,12,7,L,785,Side bias,Partner present,NA,R,1
1,518,05-25-2016,12,8,L,785,Side bias,Partner present,NA,R,1
1,518,05-25-2016,12,9,L,785,Prosocial,Partner present,NA,R,0
1,518,05-25-2016,12,10,L,785,Altruistic,Partner present,NA,R,0
1,518,05-25-2016,12,11,L,785,Prosocial,Partner present,NA,R,0
1,518,05-25-2016,12,12,L,785,Altruistic,Partner present,NA,L,1
1,518,05-25-2016,12,13,L,785,Prosocial,Partner present,NA,L,1
1,518,05-25-2016,12,14,L,785,Prosocial,Partner present,NA,L,1
1,518,05-25-2016,12,15,L,785,Altruistic,Partner present,NA,L,1
1,518,05-25-2016,12,16,L,785,Altruistic,Partner present,NA,L,1
1,518,05-26-2016,13,1,N,,Pre-test,Partner absent,NA,,NA
1,518,05-26-2016,13,2,N,,Pre-test,Partner absent,NA,,NA
1,518,05-26-2016,13,3,N,,Pre-test,Partner absent,NA,L,0
1,518,05-26-2016,13,4,N,,Pre-test,Partner absent,NA,R,1
1,518,05-26-2016,13,5,N,,Pre-test,Partner absent,NA,L,1
1,518,05-26-2016,13,6,N,,Pre-test,Partner absent,NA,R,1
1,518,05-26-2016,13,7,N,,Pre-test,Partner absent,NA,R,1
1,518,05-26-2016,13,8,N,,Pre-test,Partner absent,NA,R,1
1,518,05-26-2016,13,9,N,,Side bias,Partner absent,NA,R,1
1,518,05-26-2016,13,10,N,,Side bias,Partner absent,NA,R,1
1,518,05-26-2016,13,11,N,,Side bias,Partner absent,NA,R,1
1,518,05-26-2016,13,12,N,,Side bias,Partner absent,NA,,NA
1,518,05-26-2016,13,13,N,,Prosocial,Partner absent,NA,,NA
1,518,05-26-2016,13,14,N,,Altruistic,Partner absent,NA,,NA
1,518,05-26-2016,13,15,N,,Prosocial,Partner absent,NA,,NA
1,518,05-26-2016,13,16,N,,Altruistic,Partner absent,NA,,NA
1,518,05-26-2016,13,17,N,,Prosocial,Partner absent,NA,,NA
1,518,05-26-2016,13,18,N,,Prosocial,Partner absent,NA,,NA
1,518,05-26-2016,13,19,N,,Altruistic,Partner absent,NA,,NA
1,518,05-26-2016,13,20,N,,Altruistic,Partner absent,NA,,NA
1,518,05-27-2016,14,1,L,791,Pre-test,Partner present,NA,L,1
1,518,05-27-2016,14,2,L,791,Pre-test,Partner present,NA,R,0
1,518,05-27-2016,14,3,L,791,Pre-test,Partner present,NA,R,1
1,518,05-27-2016,14,4,L,791,Pre-test,Partner present,NA,R,1
1,518,05-27-2016,14,5,L,791,Side bias,Partner present,NA,R,1
1,518,05-27-2016,14,6,L,791,Side bias,Partner present,NA,R,1
1,518,05-27-2016,14,7,L,791,Side bias,Partner present,NA,R,1
1,518,05-27-2016,14,8,L,791,Side bias,Partner present,NA,R,1
1,518,05-27-2016,14,9,L,791,Prosocial,Partner present,NA,R,0
1,518,05-27-2016,14,10,L,791,Altruistic,Partner present,NA,,NA
1,518,05-27-2016,14,11,L,791,Altruistic,Partner present,NA,,NA
1,518,05-27-2016,14,12,L,791,Prosocial,Partner present,NA,R,0
1,518,05-27-2016,14,13,L,791,Altruistic,Partner present,NA,R,0
1,518,05-27-2016,14,14,L,791,Prosocial,Partner present,NA,R,0
1,518,05-27-2016,14,15,L,791,Altruistic,Partner present,NA,,NA
1,518,05-27-2016,14,16,L,791,Prosocial,Partner present,NA,R,0
1,518,06-01-2016,14,5,R,408,Pre-test,Partner present,NA,L,1
1,518,06-01-2016,14,6,R,408,Pre-test,Partner present,NA,R,0
1,518,06-01-2016,14,7,R,408,Pre-test,Partner present,NA,R,1
1,518,06-01-2016,14,8,R,408,Pre-test,Partner present,NA,R,1
1,518,06-01-2016,14,9,R,408,Side bias,Partner present,NA,R,1
1,518,06-01-2016,14,10,R,408,Side bias,Partner present,NA,R,1
1,518,06-01-2016,14,11,R,408,Side bias,Partner present,NA,R,1
1,518,06-01-2016,14,12,R,408,Side bias,Partner present,NA,L,0
1,518,06-01-2016,14,13,R,408,Prosocial,Partner present,NA,L,0
1,518,06-01-2016,14,14,R,408,Altruistic,Partner present,NA,R,1
1,518,06-01-2016,14,15,R,408,Altruistic,Partner present,NA,L,0
1,518,06-01-2016,14,16,R,408,Prosocial,Partner present,NA,R,1
1,518,06-01-2016,14,17,R,408,Altruistic,Partner present,NA,L,0
1,518,06-01-2016,14,18,R,408,Prosocial,Partner present,NA,L,0
1,518,06-01-2016,14,19,R,408,Altruistic,Partner present,NA,,NA
1,518,06-01-2016,14,20,R,408,Prosocial,Partner present,NA,,NA
1,518,06-02-2016,15,1,N,,Pre-test,Partner absent,NA,L,1
1,518,06-02-2016,15,2,N,,Pre-test,Partner absent,NA,L,1
1,518,06-02-2016,15,3,N,,Pre-test,Partner absent,NA,R,1
1,518,06-02-2016,15,4,N,,Pre-test,Partner absent,NA,R,1
1,518,06-02-2016,15,5,N,,Side bias,Partner absent,NA,R,1
1,518,06-02-2016,15,6,N,,Side bias,Partner absent,NA,R,1
1,518,06-02-2016,15,7,N,,Side bias,Partner absent,NA,R,1
1,518,06-02-2016,15,8,N,,Side bias,Partner absent,NA,R,1
1,518,06-02-2016,15,9,N,,Prosocial,Partner absent,NA,R,1
1,518,06-02-2016,15,10,N,,Altruistic,Partner absent,NA,,NA
1,518,06-02-2016,15,11,N,,Prosocial,Partner absent,NA,R,1
1,518,06-02-2016,15,12,N,,Altruistic,Partner absent,NA,,NA
1,518,06-02-2016,15,13,N,,Prosocial,Partner absent,NA,R,1
1,518,06-02-2016,15,14,N,,Prosocial,Partner absent,NA,R,1
1,518,06-02-2016,15,15,N,,Altruistic,Partner absent,NA,,NA
1,518,06-02-2016,15,16,N,,Altruistic,Partner absent,NA,,NA
1,518,06-03-2016,16,1,R,408,Pre-test,Partner present,NA,R,0
1,518,06-03-2016,16,2,R,408,Pre-test,Partner present,NA,L,1
1,518,06-03-2016,16,3,R,408,Pre-test,Partner present,NA,R,1
1,518,06-03-2016,16,4,R,408,Pre-test,Partner present,NA,R,1
1,518,06-03-2016,16,5,R,408,Side bias,Partner present,NA,R,1
1,518,06-03-2016,16,6,R,408,Side bias,Partner present,NA,R,1
1,518,06-03-2016,16,7,R,408,Side bias,Partner present,NA,R,1
1,518,06-03-2016,16,8,R,408,Side bias,Partner present,NA,R,1
1,518,06-03-2016,16,9,R,408,Prosocial,Partner present,NA,R,1
1,518,06-03-2016,16,10,R,408,Altruistic,Partner present,NA,R,1
1,518,06-03-2016,16,11,R,408,Altruistic,Partner present,NA,R,1
1,518,06-03-2016,16,12,R,408,Prosocial,Partner present,NA,R,1
1,518,06-03-2016,16,13,R,408,Altruistic,Partner present,NA,R,1
1,518,06-03-2016,16,14,R,408,Prosocial,Partner present,NA,R,1
1,518,06-03-2016,16,15,R,408,Altruistic,Partner present,NA,,NA
1,518,06-03-2016,16,16,R,408,Prosocial,Partner present,NA,R,1
1,518,06-06-2016,17,1,N,,Pre-test,Partner absent,NA,R,0
1,518,06-06-2016,17,2,N,,Pre-test,Partner absent,NA,L,1
1,518,06-06-2016,17,3,N,,Pre-test,Partner absent,NA,R,1
1,518,06-06-2016,17,4,N,,Pre-test,Partner absent,NA,L,0
1,518,06-06-2016,17,5,N,,Pre-test,Partner absent,NA,L,1
1,518,06-06-2016,17,6,N,,Pre-test,Partner absent,NA,L,1
1,518,06-06-2016,17,7,N,,Pre-test,Partner absent,NA,R,1
1,518,06-06-2016,17,8,N,,Pre-test,Partner absent,NA,R,1
1,518,06-06-2016,17,9,N,,Side bias,Partner absent,NA,R,1
1,518,06-06-2016,17,10,N,,Side bias,Partner absent,NA,R,1
1,518,06-06-2016,17,11,N,,Side bias,Partner absent,NA,R,1
1,518,06-06-2016,17,12,N,,Side bias,Partner absent,NA,L,0
1,518,06-06-2016,17,13,N,,Prosocial,Partner absent,NA,R,1
1,518,06-06-2016,17,14,N,,Altruistic,Partner absent,NA,,NA
1,518,06-06-2016,17,15,N,,Prosocial,Partner absent,NA,,NA
1,518,06-06-2016,17,16,N,,Altruistic,Partner absent,NA,,NA
1,518,06-06-2016,17,17,N,,Prosocial,Partner absent,NA,R,1
1,518,06-06-2016,17,18,N,,Prosocial,Partner absent,NA,R,1
1,518,06-06-2016,17,19,N,,Altruistic,Partner absent,NA,R,0
1,518,06-06-2016,17,20,N,,Altruistic,Partner absent,NA,,NA
1,518,06-07-2016,18,1,R,785,Pre-test,Partner present,NA,L,1
1,518,06-07-2016,18,2,R,785,Pre-test,Partner present,NA,R,1
1,518,06-07-2016,18,3,R,785,Pre-test,Partner present,NA,R,0
1,518,06-07-2016,18,4,R,785,Pre-test,Partner present,NA,R,1
1,518,06-07-2016,18,5,R,785,Side bias,Partner present,NA,L,0
1,518,06-07-2016,18,6,R,785,Side bias,Partner present,NA,L,0
1,518,06-07-2016,18,7,R,785,Side bias,Partner present,NA,R,1
1,518,06-07-2016,18,8,R,785,Side bias,Partner present,NA,L,0
1,518,06-07-2016,18,9,R,785,Prosocial,Partner present,NA,L,0
1,518,06-07-2016,18,10,R,785,Altruistic,Partner present,NA,R,1
1,518,06-07-2016,18,11,R,785,Prosocial,Partner present,NA,R,1
1,518,06-07-2016,18,12,R,785,Altruistic,Partner present,NA,,NA
1,518,06-07-2016,18,13,R,785,Prosocial,Partner present,NA,R,1
1,518,06-07-2016,18,14,R,785,Prosocial,Partner present,NA,R,1
1,518,06-07-2016,18,15,R,785,Altruistic,Partner present,NA,,NA
1,518,06-07-2016,18,16,R,785,Altruistic,Partner present,NA,,NA
1,518,06-08-2016,19,1,N,,Pre-test,Partner absent,NA,L,1
1,518,06-08-2016,19,2,N,,Pre-test,Partner absent,NA,L,1
1,518,06-08-2016,19,3,N,,Pre-test,Partner absent,NA,R,0
1,518,06-08-2016,19,4,N,,Pre-test,Partner absent,NA,R,1
1,518,06-08-2016,19,5,N,,Side bias,Partner absent,NA,R,1
1,518,06-08-2016,19,6,N,,Side bias,Partner absent,NA,R,1
1,518,06-08-2016,19,7,N,,Side bias,Partner absent,NA,L,0
1,518,06-08-2016,19,8,N,,Side bias,Partner absent,NA,L,0
1,518,06-08-2016,19,9,N,,Prosocial,Partner absent,NA,R,1
1,518,06-08-2016,19,10,N,,Altruistic,Partner absent,NA,R,1
1,518,06-08-2016,19,11,N,,Prosocial,Partner absent,NA,L,0
1,518,06-08-2016,19,12,N,,Altruistic,Partner absent,NA,,NA
1,518,06-08-2016,19,13,N,,Prosocial,Partner absent,NA,L,0
1,518,06-08-2016,19,14,N,,Prosocial,Partner absent,NA,L,0
1,518,06-08-2016,19,15,N,,Altruistic,Partner absent,NA,,NA
1,518,06-08-2016,19,16,N,,Altruistic,Partner absent,NA,,NA
1,518,06-09-2016,20,1,L,791,Pre-test,Partner present,NA,L,1
1,518,06-09-2016,20,2,L,791,Pre-test,Partner present,NA,L,1
1,518,06-09-2016,20,3,L,791,Pre-test,Partner present,NA,L,0
1,518,06-09-2016,20,4,L,791,Pre-test,Partner present,NA,R,1
1,518,06-09-2016,20,5,L,791,Side bias,Partner present,NA,R,1
1,518,06-09-2016,20,6,L,791,Side bias,Partner present,NA,R,1
1,518,06-09-2016,20,7,L,791,Side bias,Partner present,NA,,NA
1,518,06-09-2016,20,8,L,791,Side bias,Partner present,NA,,NA
1,518,06-09-2016,20,9,L,791,Prosocial,Partner present,NA,,NA
1,518,06-09-2016,20,10,L,791,Altruistic,Partner present,NA,,NA
1,518,06-09-2016,20,11,L,791,Altruistic,Partner present,NA,,NA
1,518,06-09-2016,20,12,L,791,Prosocial,Partner present,NA,R,0
1,518,06-09-2016,20,13,L,791,Altruistic,Partner present,NA,,NA
1,518,06-09-2016,20,14,L,791,Prosocial,Partner present,NA,R,0
1,518,06-09-2016,20,15,L,791,Altruistic,Partner present,NA,,NA
1,518,06-09-2016,20,16,L,791,Prosocial,Partner present,NA,L,1
1,518,06-10-2016,21,1,N,,Pre-test,Partner absent,NA,,NA
1,518,06-10-2016,21,2,N,,Pre-test,Partner absent,NA,L,0
1,518,06-10-2016,21,3,N,,Pre-test,Partner absent,NA,,NA
1,518,06-10-2016,21,4,N,,Pre-test,Partner absent,NA,L,0
1,518,06-10-2016,22,1,N,,Pre-test,Partner absent,NA,L,1
1,518,06-10-2016,22,2,N,,Pre-test,Partner absent,NA,R,1
1,518,06-10-2016,22,3,N,,Pre-test,Partner absent,NA,L,1
1,518,06-10-2016,22,4,N,,Pre-test,Partner absent,NA,R,1
1,518,06-10-2016,22,5,N,,Side bias,Partner absent,NA,L,0
1,518,06-10-2016,22,6,N,,Side bias,Partner absent,NA,L,0
1,518,06-10-2016,22,7,N,,Side bias,Partner absent,NA,R,1
1,518,06-10-2016,22,8,N,,Side bias,Partner absent,NA,R,1
1,518,06-10-2016,22,9,N,,Prosocial,Partner absent,NA,,NA
1,518,06-10-2016,22,10,N,,Altruistic,Partner absent,NA,,NA
1,518,06-10-2016,22,11,N,,Prosocial,Partner absent,NA,L,1
1,518,06-10-2016,22,12,N,,Altruistic,Partner absent,NA,,NA
1,518,06-10-2016,22,13,N,,Prosocial,Partner absent,NA,,NA
1,518,06-10-2016,22,14,N,,Prosocial,Partner absent,NA,,NA
